HEADER
VTF File Version,1.1
VTF File Type,0
PID,1079
Generated on,2018-03-09 13:28:31
Resolution,ms
Min Resolution,us
Trace Version,1.1
TraceID,1079
XRT  Version,2.12.0
Tool Version,2021.1

STRUCTURE
Group_Start,HAL Host Trace
Dynamic_Row,1,HAL API Calls,API_CALL
Group_Start,Data Transfer
Dynamic_Row,2,Read,READ_BUFFER
Dynamic_Row,3,Write,WRITE_BUFFER
Group_End,Data Transfer
Group_End,HAL Host Trace

MAPPING
6,xclAllocBO
3,xclClose
10,xclCloseContext
9,xclExecBuf
14,xclExecWait
11,xclFreeBO
13,xclGetBOProperties
5,xclLoadXclbin
4,xclLockDevice
7,xclMapBO
2,xclOpen
8,xclOpenContext
1,xclProbe
12,xclSyncBO

EVENTS
1,0,13.150840,1,API_CALL,1
2,1,13.405330,1,API_CALL,1
3,0,13.782230,1,API_CALL,1
4,3,13.841720,1,API_CALL,1
5,0,23.173390,1,API_CALL,1
6,5,23.224270,1,API_CALL,1
7,0,23.232200,1,API_CALL,1
8,7,23.271760,1,API_CALL,1
9,0,23.277400,1,API_CALL,2
10,9,23.468740,1,API_CALL,2
11,0,23.528260,1,API_CALL,3
12,11,23.562650,1,API_CALL,3
13,0,42.781810,1,API_CALL,1
14,13,42.840080,1,API_CALL,1
15,0,42.845030,1,API_CALL,2
16,15,42.889130,1,API_CALL,2
17,0,42.896690,1,API_CALL,4
18,17,42.907500,1,API_CALL,4
19,0,42.912750,1,API_CALL,5
20,0,307.425560,1,API_CALL,6
21,20,307.632410,1,API_CALL,6
22,0,307.652370,1,API_CALL,7
23,22,307.747040,1,API_CALL,7
24,0,310.210760,1,API_CALL,8
25,24,310.331910,1,API_CALL,8
26,0,310.342170,1,API_CALL,9
27,26,310.364610,1,API_CALL,9
28,0,310.371960,1,API_CALL,10
29,28,310.408200,1,API_CALL,10
30,0,310.471500,1,API_CALL,11
31,30,310.545650,1,API_CALL,11
32,19,310.614590,1,API_CALL,5
33,0,310.625450,1,API_CALL,3
34,33,310.774760,1,API_CALL,3
35,0,310.804580,1,API_CALL,1
36,35,310.979730,1,API_CALL,1
37,0,310.986050,1,API_CALL,2
38,37,311.041790,1,API_CALL,2
39,0,311.328970,1,API_CALL,8
40,39,311.368290,1,API_CALL,8
41,0,311.389150,1,API_CALL,1
42,41,311.436340,1,API_CALL,1
43,0,311.441320,1,API_CALL,2
44,43,311.479710,1,API_CALL,2
45,0,311.485670,1,API_CALL,6
46,45,311.534460,1,API_CALL,6
47,0,311.540720,1,API_CALL,7
48,47,311.563940,1,API_CALL,7
49,0,311.578630,1,API_CALL,8
50,49,311.612590,1,API_CALL,8
51,0,1683.247640,1,API_CALL,6
52,51,1684.304070,1,API_CALL,6
53,0,1684.332530,1,API_CALL,7
54,53,1684.417270,1,API_CALL,7
55,0,1684.443960,1,API_CALL,12
56,0,1684.458330,3,WRITE_BUFFER,13964
57,55,1684.473220,1,API_CALL,12
58,56,1684.480390,3,WRITE_BUFFER
59,0,1684.485110,1,API_CALL,13
60,59,1684.503200,1,API_CALL,13
61,0,1684.523820,1,API_CALL,12
62,0,1684.528430,3,WRITE_BUFFER,13964
63,61,1684.535370,1,API_CALL,12
64,62,1684.538570,3,WRITE_BUFFER
65,0,1684.597220,1,API_CALL,6
66,65,1684.647170,1,API_CALL,6
67,0,1684.651820,1,API_CALL,7
68,67,1684.669930,1,API_CALL,7
69,0,1684.677480,1,API_CALL,12
70,0,1684.682370,3,WRITE_BUFFER,3692
71,69,1684.687040,1,API_CALL,12
72,70,1684.690480,3,WRITE_BUFFER
73,0,1684.692950,1,API_CALL,13
74,73,1684.700930,1,API_CALL,13
75,0,1684.707970,1,API_CALL,12
76,0,1684.711650,3,WRITE_BUFFER,3692
77,75,1684.718000,1,API_CALL,12
78,76,1684.721170,3,WRITE_BUFFER
79,0,1684.741680,1,API_CALL,6
80,79,1684.769410,1,API_CALL,6
81,0,1684.773730,1,API_CALL,7
82,81,1684.788700,1,API_CALL,7
83,0,1684.796120,1,API_CALL,12
84,0,1684.800660,3,WRITE_BUFFER,3692
85,83,1684.805490,1,API_CALL,12
86,84,1684.809750,3,WRITE_BUFFER
87,0,1684.811580,1,API_CALL,13
88,87,1684.818490,1,API_CALL,13
89,0,1684.824920,1,API_CALL,12
90,0,1684.828630,3,WRITE_BUFFER,3692
91,89,1684.833470,1,API_CALL,12
92,90,1684.836510,3,WRITE_BUFFER
93,0,1684.876160,1,API_CALL,6
94,93,1685.104160,1,API_CALL,6
95,0,1685.109440,1,API_CALL,7
96,95,1685.126000,1,API_CALL,7
97,0,1685.138040,1,API_CALL,12
98,0,1685.142210,3,WRITE_BUFFER,13876
99,97,1685.147550,1,API_CALL,12
100,98,1685.150860,3,WRITE_BUFFER
101,0,1685.152520,1,API_CALL,13
102,101,1685.159150,1,API_CALL,13
103,0,1685.168400,1,API_CALL,12
104,0,1685.172120,3,WRITE_BUFFER,13876
105,103,1685.178420,1,API_CALL,12
106,104,1685.181440,3,WRITE_BUFFER
107,0,1685.316170,1,API_CALL,6
108,107,1685.522710,1,API_CALL,6
109,0,1685.528430,1,API_CALL,7
110,109,1685.563860,1,API_CALL,7
111,0,1685.581470,1,API_CALL,12
112,0,1685.586360,3,WRITE_BUFFER,26140
113,111,1685.592650,1,API_CALL,12
114,112,1685.596010,3,WRITE_BUFFER
115,0,1685.597710,1,API_CALL,13
116,115,1685.604610,1,API_CALL,13
117,0,1685.619800,1,API_CALL,12
118,0,1685.623370,3,WRITE_BUFFER,26140
119,117,1685.630420,1,API_CALL,12
120,118,1685.633570,3,WRITE_BUFFER
121,0,1685.662520,1,API_CALL,6
122,121,1685.821560,1,API_CALL,6
123,0,1685.826830,1,API_CALL,7
124,123,1685.843680,1,API_CALL,7
125,0,1685.852350,1,API_CALL,12
126,0,1685.856270,3,WRITE_BUFFER,6324
127,125,1685.860980,1,API_CALL,12
128,126,1685.864310,3,WRITE_BUFFER
129,0,1685.865950,1,API_CALL,13
130,129,1685.872590,1,API_CALL,13
131,0,1685.879340,1,API_CALL,12
132,0,1685.883140,3,WRITE_BUFFER,6324
133,131,1685.888510,1,API_CALL,12
134,132,1685.891490,3,WRITE_BUFFER
135,0,1685.909330,1,API_CALL,6
136,135,1685.938630,1,API_CALL,6
137,0,1685.943090,1,API_CALL,7
138,137,1685.957470,1,API_CALL,7
139,0,1685.964600,1,API_CALL,12
140,0,1686.022180,3,WRITE_BUFFER,3692
141,139,1686.029060,1,API_CALL,12
142,140,1686.032890,3,WRITE_BUFFER
143,0,1686.034830,1,API_CALL,13
144,143,1686.041880,1,API_CALL,13
145,0,1686.048150,1,API_CALL,12
146,0,1686.051820,3,WRITE_BUFFER,3692
147,145,1686.056570,1,API_CALL,12
148,146,1686.059590,3,WRITE_BUFFER
149,0,1686.115890,1,API_CALL,6
150,149,1686.302240,1,API_CALL,6
151,0,1686.307580,1,API_CALL,7
152,151,1686.323580,1,API_CALL,7
153,0,1686.342090,1,API_CALL,12
154,0,1686.346260,3,WRITE_BUFFER,26140
155,153,1686.352780,1,API_CALL,12
156,154,1686.356160,3,WRITE_BUFFER
157,0,1686.357860,1,API_CALL,13
158,157,1686.364620,1,API_CALL,13
159,0,1686.377480,1,API_CALL,12
160,0,1686.381230,3,WRITE_BUFFER,26140
161,159,1686.388310,1,API_CALL,12
162,160,1686.391480,3,WRITE_BUFFER
163,0,1686.415800,1,API_CALL,6
164,163,1686.619670,1,API_CALL,6
165,0,1686.624920,1,API_CALL,7
166,165,1686.641190,1,API_CALL,7
167,0,1686.650130,1,API_CALL,12
